Candidate Name,Letter Writer,Position,Office Type,Excerpt,URL
Yes to Districts,Maja Shaw,REVIEW,Ballot Measure,I would vote for district voting if there were more input from the community as a whole,https://www.tri-cityherald.com/opinion/letters-to-the-editor/article312486076.html
